author_id,conversation_id,created_at,id,in_reply_to_user_id,like_count,quote_count,reply_count,retweet_count,text
797466618049822722,1532136413239582721,2022-06-02T14:17:51.000Z,1532365884358000641,43900459,2,0,0,0,"@vanessametonini @AluraOnline @flaviohalmeida @cviniciussdias @omariosouto Brigado, Vanessa! A jornada vai ser boa :D

Um dos cursos mais divertidos e legais que fiz foi aquele teu do Instrumento Midi com Js ^^"
1323378444269506560,1532068184463142913,2022-06-02T00:10:10.000Z,1532152557128273920,1566580880,1,0,0,0,@AluraOnline com Setup Gamer Completo eu faço deploy e resolvo os bugs com prazer hahaha
32525348,1532485118509699076,2022-06-02T22:11:39.000Z,1532485118509699076,"",0,0,0,4,"RT @AluraOnline: E você, está acompanhando a nossa websérie de memes do JS? 🤔

Se ainda não está, dá uma passadinha no nosso canal do youtu…"
2206041386,1532342263002632193,2022-06-02T12:44:07.000Z,1532342295558868992,2206041386,4,0,0,0,@AluraOnline ❤️
2206041386,1532136413239582721,2022-06-01T23:34:18.000Z,1532143530600288257,797466618049822722,1,0,0,0,@L4lves @AluraOnline @flaviohalmeida @cviniciussdias @vanessametonini Que bom que tá curtindo mano!!!! https://t.co/M1CyUf6qpE
82350646,1531388984462565376,2022-05-30T21:36:00.000Z,1531388984462565376,"",0,0,0,3,"RT @AluraOnline: Segundou com Alura+ sobre Android para vocês! 📲💥

Hoje, a @jeniblo_dev  apresenta uma ferramenta muito interessante do And…"
767675409336897536,1531807961219203080,2022-06-01T01:20:52.000Z,1531807961219203080,"",0,0,0,1,RT @siljoevsan: Quais são meus próximos passos em Data Science? by @AluraOnline ~&gt; https://t.co/39IZdp3657 ~&gt; #DataScience #TI #TIC
826923989368979458,1531815550367764480,2022-06-01T01:51:01.000Z,1531815550367764480,"",0,0,0,0,"fazendo esse projeto do @AluraOnline , lembri do @TodoDiaGatinhos https://t.co/MLVvgDyUjp"
117800394,1531973986048933906,2022-06-01T12:20:35.000Z,1531973986048933906,"",0,0,0,3,"RT @AluraOnline: Segundou com Alura+ sobre Android para vocês! 📲💥

Hoje, a @jeniblo_dev  apresenta uma ferramenta muito interessante do And…"
82350646,1532477967305170964,2022-06-02T21:43:14.000Z,1532477967305170964,"",0,0,0,4,"RT @AluraOnline: E você, está acompanhando a nossa websérie de memes do JS? 🤔

Se ainda não está, dá uma passadinha no nosso canal do youtu…"
