author_id,conversation_id,created_at,id,in_reply_to_user_id,like_count,quote_count,reply_count,retweet_count,text
1229933201201733632,1532483679523590144,2022-06-03T00:26:04.000Z,1532518945151918080,1516570288347090954,0,0,0,0,"@hellojessicav @DolabelaComUmL @nathfinancas @AluraOnline Tô bem na dúvida, queria uma linha que proporcionasse uma colocação rápida no mercado de trabalho"
1420794005651169280,1532322950715691008,2022-06-02T11:27:15.000Z,1532322950715691008,"",1,0,0,0,"A série Hipsters Ponto Tube foi produzida aqui na nossa casinha usando os estúdios da Alura + a nossa produção.

Fizemos desde a atualização da cenografia até edição e o resultado ficou muito legal!

👇👇👇 https://t.co/3yqU3ND2z5"
1098095671,1532807313836359683,2022-06-03T19:31:56.000Z,1532807313836359683,"",0,0,0,0,Uhuuuuuu https://t.co/X0okJ8p64x
45700138,1532483679523590144,2022-06-02T22:23:41.000Z,1532488148965642245,916008599205359617,5,0,0,0,"@nathfinancas Po, Nath, aí não. 40 mil em um curso supervalorizado que já começa errado te prometendo salário que ela nem sabe se vai rolar. Foge disso, galera. Melhor fazer assinatura de uma @AluraOnline da vida ou buscar alternativas gratuitas do que torrar em um curso mais caro de graduação"
117800394,1532183198792294400,2022-06-02T02:11:55.000Z,1532183198792294400,1566580880,3,0,2,0,"@AluraOnline o @dnlsilvestre  falou que você adora 🏀 #VidaLongaaoBolaPresa
#Gis2U @Gii_eduarda"
1566580880,1531736188301737994,2022-05-31T20:35:40.000Z,1531736188301737994,"",8,0,1,4,"Chegamos ao quinto e último episódio da nossa websérie de memes do JS 😆

Neste episódio, nossos apresentadores trazem um tema polêmico: objetos. Aqui vamos entender a afirmação do título, pois não é comum em todas as linguagens e compreender também é um dos erros 🧵👇 https://t.co/TujQchsMZ9"
1241937874028822528,1532068184463142913,2022-06-02T10:35:34.000Z,1532309946531991552,1566580880,1,0,0,0,@AluraOnline Um setup seria uma boa ideia
1525343689308090371,1532068184463142913,2022-06-01T19:12:59.000Z,1532077768279674880,1566580880,0,0,0,0,"@AluraOnline setup gamer, sem bug sem trabalho"
1566580880,1532057311342391296,2022-06-01T17:51:41.000Z,1532057311342391296,"",14,1,1,2,"Como funciona a carreira de dados em tech? 🤔

Gui Silveira é o host deste #HipstersPontoTube e conversa com o tech lead Davi Neves sobre as curiosidades da rotina do profissional de dados.

Ficou com curiosidade? 🧵👇 https://t.co/dnMVityg2B"
1122687548734738438,1531380115615191040,2022-05-30T21:02:34.000Z,1531380569212436481,15876422,0,0,1,0,@gaveta @AluraOnline Além de não poder haver explosões
917191721041227776,1533803321357737985,2022-06-06T13:29:43.000Z,1533803321357737985,"",0,0,1,0,"Bom dia @AluraOnline, a velocidade de reprodução nos vídeos está se perdendo ( na transição de um vídeo para outro ) ao utilizar a reprodução automática. Plataforma Android e o app está na última versão disponível na loja do Google."
1566580880,1532453342231904273,2022-06-02T20:05:23.000Z,1532453342231904273,"",15,2,1,4,"E você, está acompanhando a nossa websérie de memes do JS? 🤔

Se ainda não está, dá uma passadinha no nosso canal do youtube: https://t.co/EwARVt3oOC

E se você já está por dentro, hoje às 18:30 vai rolar uma live super legal sobre os memes da bolha. Bora participar? 🧵👇 https://t.co/cuwJd8V5m9"
1293720862693232642,1532477186212519939,2022-06-02T21:41:21.000Z,1532477493315264536,1566580880,1,0,1,0,@AluraOnline tem ctz q o link é esse ai?
117800394,1532093233681006593,2022-06-01T20:14:26.000Z,1532093233681006593,"",0,0,0,2,"RT @AluraOnline: Como funciona a carreira de dados em tech? 🤔

Gui Silveira é o host deste #HipstersPontoTube e conversa com o tech lead Da…"
888921014465421313,1532014756902625282,2022-06-05T06:19:12.000Z,1533332591184695296,1566580880,1,0,1,0,@AluraOnline @ArthurCesario2 Eu quero
1497176338708451333,1531816618057248775,2022-06-02T13:28:35.000Z,1532353487761186817,14263050,1,0,0,0,"@paulo_caelum @diogo_paschoal @AluraOnline Nada kkkk eu fiz piada também, mas depois que vi o todo, achei sacanagem!"
59284138,1532483679523590144,2022-06-02T22:33:11.000Z,1532490538817048577,2830083597,37,0,1,0,"@gusjochem @nathfinancas De forma gratuita ou até mesmo de forma super acessível como o @AluraOnline . Melhor plataforma de cursos para iniciantes, professores excelentes que ensinam desde o básico. Indico as formações deles que dão um direcionamento do que estudar."
142683700,1531809605109567489,2022-06-01T12:39:56.000Z,1531978856000798720,1566580880,1,0,1,0,@AluraOnline Vcs são demais 💙
3918721,1533789399749742592,2022-06-06T12:34:23.000Z,1533789399749742592,"",0,0,0,1,"RT @naruhodopodcast: A @aluraonline garante conhecimento com profundidade, para você se tornar um profissional em T - incluindo programação…"
797466618049822722,1532136413239582721,2022-06-01T23:06:01.000Z,1532136415286411264,797466618049822722,65,0,6,1,"feliz em ter escolhido a @AluraOnline como fonte de recursos pra estudo. tive módulos incríveis com o @flaviohalmeida, com o @cviniciussdias , com o @omariosouto, com a @vanessametonini e muitos outros instrutores e instrutoras."
31534627,1531579065676832773,2022-05-31T10:11:19.000Z,1531579065676832773,"",0,0,0,0,#NowPlaying #PodCast @AluraOnline #HipstersPontoTech - Banco PAN https://t.co/lDUhfBLe29
32378054,1532904027326976001,2022-06-04T01:56:14.000Z,1532904027326976001,1566580880,0,0,0,0,@AluraOnline  Gerando tweet para aula ;)
