author_id,conversation_id,created_at,id,in_reply_to_user_id,like_count,quote_count,reply_count,retweet_count,text
15876422,1531380115615191040,2022-05-30T21:00:45.000Z,1531380115615191040,"",131,1,5,6,"Star Wars fisicamente correto é assim! Por isso que eu bato tanto na tecla da intenção, em qualquer tipo de edição audiovisual.
E na @AluraOnline, eu tenho um curso completo não só sobre isso, mas sobre ritmo também!  #Publi

Desconto cheiroso:
https://t.co/7iQsIaMecR https://t.co/HgpTK2hwWe"
34991631,1532454020702412800,2022-06-02T20:08:04.000Z,1532454020702412800,"",1,0,0,0,vem genteeeeeeee é hoje https://t.co/RZmqRACqw1
328850966,1532183198792294400,2022-06-02T14:42:40.000Z,1532372130553380867,117800394,2,0,1,0,@v_njg @AluraOnline @dnlsilvestre me descobriram hahahah eu amo essas parcerias de milhões da firma 💙💙💙
321435269,1532483679523590144,2022-06-02T22:53:29.000Z,1532495647127097345,59284138,5,0,1,0,"@EduardoF_O @gusjochem @nathfinancas @AluraOnline Eu concordo, 40k é mais caro que um MBA na FIAP.
A área tech é super abrangente e não é só desenvolvimento, tem processos, produtos/negócios. Realmente se educar nessas áreas não é barato e também não é um conteúdo “fácil”, mas acho que tem programas/comunidades + inclusivas"
582170146,1531380115615191040,2022-05-30T21:25:01.000Z,1531386221456506887,15876422,1,0,1,0,@gaveta @AluraOnline @DTonietto
45029543,1532492526757765122,2022-06-02T22:41:05.000Z,1532492526757765122,1566580880,0,0,0,0,@AluraOnline dá uma olhada nesses comentários! https://t.co/dtmdwozaAi
32525348,1531783751839141888,2022-05-31T23:44:40.000Z,1531783751839141888,"",0,0,0,4,"RT @AluraOnline: Chegamos ao quinto e último episódio da nossa websérie de memes do JS 😆

Neste episódio, nossos apresentadores trazem um t…"
1421815220213796884,1531638779043360768,2022-05-31T14:08:36.000Z,1531638779043360768,"",0,0,0,2,"RT @inaciofabricios: Estou estudando #GraphQL na @AluraOnline, alguém conhece  alguma empresa que use o #GraphQL nas aplicações? 
Achei a p…"
33372738,1532068184463142913,2022-06-01T18:52:33.000Z,1532072626021027840,1566580880,1,0,1,0,@AluraOnline Deploys só de segunda a quinta: 💙 É bloqueio total do @OverflowStak
78323081,1531816618057248775,2022-06-02T15:19:40.000Z,1532381442713477123,14263050,1,0,0,0,"@paulo_caelum @MGlauber95 @AluraOnline Mesmo aqui. Código aprendido em curso não deve ser privado. Plágio, já é outra história"
14263050,1531816618057248775,2022-06-02T13:23:48.000Z,1532352282397921281,1497176338708451333,2,0,2,0,@MGlauber95 @diogo_paschoal @AluraOnline mal cara! eu so descobri depois toda a tramoia atras. fiz piada sem investigar nada. my bad.
1486205819402297348,1532068184463142913,2022-06-01T18:38:18.000Z,1532069040276942850,1566580880,0,0,0,0,"@AluraOnline Setup gamer completo. Mas gamer, gamer, placa 3090 pra cima....."
870869294,1532077397285416960,2022-06-01T19:11:30.000Z,1532077397285416960,"",2,0,1,0,Hoje consegui finalizar um curso depois de um bom tempo sem conseguir estudar. Engenharia de requisitos da @AluraOnline. Recomendo para iniciantes. Agora vou focar em agilidade e gestão. Estudar um pouco todo dia.
82350646,1532477760282714115,2022-06-02T21:42:24.000Z,1532477760282714115,"",0,0,0,1,"RT @AluraOnline: Estamos ao vivo falando sobre memes da bolha dev! 😛

➡ Vem com a gente: https://t.co/RNphYKhU1i https://t.co/XHKao2LQ86"
767855215152422912,1531344352840237057,2022-05-30T18:38:39.000Z,1531344352840237057,"",5,0,0,1,"Quer mergulhar em tecnologia e trilhar uma nova carreira? A @aluraonline é a maior escola online de tecnologia do Brasil, que ajuda você nessa jornada. #publi

Confira histórias reais e aproveite o desconto para ouvintes Naruhodo: https://t.co/iK7Z6eoM3e https://t.co/rzcIT2u7mk"
49484959,1531381342222573569,2022-05-30T21:05:38.000Z,1531381342222573569,"",0,0,0,6,"RT @gaveta: Star Wars fisicamente correto é assim! Por isso que eu bato tanto na tecla da intenção, em qualquer tipo de edição audiovisual.…"
19447156,1533443030237184001,2022-06-05T13:38:03.000Z,1533443030237184001,"",2,0,1,0,"A @AluraOnline atualizou o conteúdo do curso de Social Media e agora o vamos atualizar currículo, né? Eu havia me certificado no curso, bora certificar novamente."
1529236824,1533583870129577985,2022-06-06T02:25:58.000Z,1533636283049951232,1346617110638825481,0,0,2,0,"@tomazfernandes_ @sseraphini Formado em ADM, trabalhava como consultor de sistemas de varejo.
Busquei ADS,e cursos livres na @AluraOnline ,@DevMedia  e @guanabara .
Hoje a empresa que q trabalho cedeu a oportunidade de trabalhar na área,mas ainda estou no processo de migração."
242530707,1532363875311570945,2022-06-02T14:09:52.000Z,1532363875311570945,"",0,0,1,0,Alguém sabe qual a versão do Angular que ensinam na @AluraOnline ?
24693918,1531661077607587843,2022-05-31T15:37:12.000Z,1531661077607587843,"",1,0,0,3,"Recebi da 
@AluraOnline
  3 dias para testar a plataforma gratuitamente. Senti firmeza.

👍
#bolhadev"
573240807,1532068184463142913,2022-06-01T18:45:30.000Z,1532070853411688448,1566580880,1,0,1,0,@AluraOnline 💙
82350646,1532118027654860800,2022-06-01T21:52:57.000Z,1532118027654860800,"",0,0,0,2,"RT @AluraOnline: Como funciona a carreira de dados em tech? 🤔

Gui Silveira é o host deste #HipstersPontoTube e conversa com o tech lead Da…"
1281378144096858114,1532068184463142913,2022-06-01T20:11:56.000Z,1532092605466542081,1566580880,0,0,1,0,"@AluraOnline Com um setup gamer completo, pois estarei mais animado e consequentemente terei menos bugs no dia a dia, e o deploy pode ser até de segunda a sexta kkkkk
🤣😎"
33372738,1531592071928332288,2022-05-31T11:03:00.000Z,1531592071928332288,"",0,0,0,0,"[Hipsters Ponto Tech] Case Banco PAN: Cloud e Microsserviços Hipsters Ponto Tech #306 #hipstersPontoTech 
https://t.co/DM9JcHqAAh via @PodcastAddict
Obs.: Obrigado @paulo_caelum @AluraOnline"
325823884,1532068184463142913,2022-06-01T19:13:41.000Z,1532077946483388417,1566580880,1,0,1,0,"@AluraOnline Para ter menos bugs no dia a dia, seu time deveria conseguir fazer deploys às sextas 😉

https://t.co/sHhuT6KOit"
142683700,1532098728512856071,2022-06-01T20:36:16.000Z,1532098728512856071,"",0,0,0,1,RT @AluraOnline: @aaamenezes https://t.co/Y19qobGi95
