author_id,conversation_id,created_at,id,in_reply_to_user_id,like_count,quote_count,reply_count,retweet_count,text
15876422,1531380115615191040,2022-05-30T21:00:45.000Z,1531380115615191040,"",131,1,5,6,"Star Wars fisicamente correto é assim! Por isso que eu bato tanto na tecla da intenção, em qualquer tipo de edição audiovisual.
E na @AluraOnline, eu tenho um curso completo não só sobre isso, mas sobre ritmo também!  #Publi

Desconto cheiroso:
https://t.co/7iQsIaMecR https://t.co/HgpTK2hwWe"
328850966,1532183198792294400,2022-06-02T14:42:40.000Z,1532372130553380867,117800394,2,0,1,0,@v_njg @AluraOnline @dnlsilvestre me descobriram hahahah eu amo essas parcerias de milhões da firma 💙💙💙
582170146,1531380115615191040,2022-05-30T21:25:01.000Z,1531386221456506887,15876422,1,0,1,0,@gaveta @AluraOnline @DTonietto
32525348,1531783751839141888,2022-05-31T23:44:40.000Z,1531783751839141888,"",0,0,0,4,"RT @AluraOnline: Chegamos ao quinto e último episódio da nossa websérie de memes do JS 😆

Neste episódio, nossos apresentadores trazem um t…"
33372738,1532068184463142913,2022-06-01T18:52:33.000Z,1532072626021027840,1566580880,1,0,1,0,@AluraOnline Deploys só de segunda a quinta: 💙 É bloqueio total do @OverflowStak
14263050,1531816618057248775,2022-06-02T13:23:48.000Z,1532352282397921281,1497176338708451333,2,0,2,0,@MGlauber95 @diogo_paschoal @AluraOnline mal cara! eu so descobri depois toda a tramoia atras. fiz piada sem investigar nada. my bad.
870869294,1532077397285416960,2022-06-01T19:11:30.000Z,1532077397285416960,"",2,0,1,0,Hoje consegui finalizar um curso depois de um bom tempo sem conseguir estudar. Engenharia de requisitos da @AluraOnline. Recomendo para iniciantes. Agora vou focar em agilidade e gestão. Estudar um pouco todo dia.
767855215152422912,1531344352840237057,2022-05-30T18:38:39.000Z,1531344352840237057,"",5,0,0,1,"Quer mergulhar em tecnologia e trilhar uma nova carreira? A @aluraonline é a maior escola online de tecnologia do Brasil, que ajuda você nessa jornada. #publi

Confira histórias reais e aproveite o desconto para ouvintes Naruhodo: https://t.co/iK7Z6eoM3e https://t.co/rzcIT2u7mk"
19447156,1533443030237184001,2022-06-05T13:38:03.000Z,1533443030237184001,"",2,0,1,0,"A @AluraOnline atualizou o conteúdo do curso de Social Media e agora o vamos atualizar currículo, né? Eu havia me certificado no curso, bora certificar novamente."
242530707,1532363875311570945,2022-06-02T14:09:52.000Z,1532363875311570945,"",0,0,1,0,Alguém sabe qual a versão do Angular que ensinam na @AluraOnline ?
573240807,1532068184463142913,2022-06-01T18:45:30.000Z,1532070853411688448,1566580880,1,0,1,0,@AluraOnline 💙
1281378144096858114,1532068184463142913,2022-06-01T20:11:56.000Z,1532092605466542081,1566580880,0,0,1,0,"@AluraOnline Com um setup gamer completo, pois estarei mais animado e consequentemente terei menos bugs no dia a dia, e o deploy pode ser até de segunda a sexta kkkkk
🤣😎"
325823884,1532068184463142913,2022-06-01T19:13:41.000Z,1532077946483388417,1566580880,1,0,1,0,"@AluraOnline Para ter menos bugs no dia a dia, seu time deveria conseguir fazer deploys às sextas 😉

https://t.co/sHhuT6KOit"
1514403883803680781,1531661241999138817,2022-05-31T15:37:51.000Z,1531661241999138817,"",0,0,0,3,"RT @h4ck3r_tr4d3r: Recebi da 
@AluraOnline
  3 dias para testar a plataforma gratuitamente. Senti firmeza.

👍
#bolhadev"
2206041386,1533204830344425474,2022-06-04T21:59:22.000Z,1533206805970558977,2206041386,2,0,0,0,@paulo_caelum @AluraOnline @vercel No final vai ser uma Github app mas a pessoa da opt in Pra começar a participar e isso da uma “ajuda” pra ela começar já fazendo do jeito certo e depois não ter que lembrar de fazer algo
158838572,1531380115615191040,2022-05-31T04:09:27.000Z,1531488001469161473,1122687548734738438,1,0,0,0,"@SoMatheusFurtad @gaveta @AluraOnline Explosões sim, fogo e labaredas não."
86219387,1532135663306477568,2022-06-01T23:08:57.000Z,1532137150669639687,14263050,8,0,0,0,@paulo_caelum Vc tá precisando fazer uns cursos de figma na @AluraOnline !!! Desculpa. 🥲
